Region,County,State,party,vote.count
53033,King,Washington,Democrats,718322
53033,King,Washington,Others,89442
53033,King,Washington,Republican,216339
51097,King And Queen,Virginia,Democrats,1468
51097,King And Queen,Virginia,Others,123
51097,King And Queen,Virginia,Republican,2099
51099,King George,Virginia,Democrats,4007
51099,King George,Virginia,Others,702
51099,King George,Virginia,Republican,7341
51101,King William,Virginia,Democrats,2760
51101,King William,Virginia,Others,411
51101,King William,Virginia,Republican,5975
40073,Kingfisher,Oklahoma,Democrats,786
40073,Kingfisher,Oklahoma,Others,189
40073,Kingfisher,Oklahoma,Republican,5156
20095,Kingman,Kansas,Democrats,594
20095,Kingman,Kansas,Others,180
20095,Kingman,Kansas,Republican,2507
6031,Kings,California,Democrats,13617
6031,Kings,California,Others,2572
6031,Kings,California,Republican,18093
36047,Kings,New York,Democrats,595086
36047,Kings,New York,Others,22385
36047,Kings,New York,Republican,133653
46077,Kingsbury,South Dakota,Democrats,703
46077,Kingsbury,South Dakota,Others,168
46077,Kingsbury,South Dakota,Republican,1680
48271,Kinney,Texas,Democrats,458
48271,Kinney,Texas,Others,36
48271,Kinney,Texas,Republican,936
8061,Kiowa,Colorado,Democrats,91
8061,Kiowa,Colorado,Others,36
8061,Kiowa,Colorado,Republican,726
20097,Kiowa,Kansas,Democrats,111
20097,Kiowa,Kansas,Others,57
20097,Kiowa,Kansas,Republican,855
40075,Kiowa,Oklahoma,Democrats,767
40075,Kiowa,Oklahoma,Others,130
40075,Kiowa,Oklahoma,Republican,2596
8063,Kit Carson,Colorado,Democrats,536
8063,Kit Carson,Colorado,Others,199
8063,Kit Carson,Colorado,Republican,2967
53035,Kitsap,Washington,Democrats,63156
53035,Kitsap,Washington,Others,14257
53035,Kitsap,Washington,Republican,49018
53037,Kittitas,Washington,Democrats,7489
53037,Kittitas,Washington,Others,1720
53037,Kittitas,Washington,Republican,10100
27069,Kittson,Minnesota,Democrats,823
27069,Kittson,Minnesota,Others,213
27069,Kittson,Minnesota,Republican,1349
41035,Klamath,Oregon,Democrats,7210
41035,Klamath,Oregon,Others,2862
41035,Klamath,Oregon,Republican,20435
48273,Kleberg,Texas,Democrats,4716
48273,Kleberg,Texas,Others,429
48273,Kleberg,Texas,Republican,4367
53039,Klickitat,Washington,Democrats,4194
53039,Klickitat,Washington,Others,786
53039,Klickitat,Washington,Republican,5789
21119,Knott,Kentucky,Democrats,1245
21119,Knott,Kentucky,Others,161
21119,Knott,Kentucky,Republican,4357
17095,Knox,Illinois,Democrats,9939
17095,Knox,Illinois,Others,1660
17095,Knox,Illinois,Republican,10658
18083,Knox,Indiana,Democrats,3772
18083,Knox,Indiana,Others,667
18083,Knox,Indiana,Republican,11077
21121,Knox,Kentucky,Democrats,1761
21121,Knox,Kentucky,Others,366
21121,Knox,Kentucky,Republican,9885
23013,Knox,Maine,Democrats,12440
23013,Knox,Maine,Others,1433
23013,Knox,Maine,Republican,9148
29103,Knox,Missouri,Democrats,379
29103,Knox,Missouri,Others,76
29103,Knox,Missouri,Republican,1413
31107,Knox,Nebraska,Democrats,720
31107,Knox,Nebraska,Others,166
31107,Knox,Nebraska,Republican,3188
39083,Knox,Ohio,Democrats,8171
39083,Knox,Ohio,Others,1625
39083,Knox,Ohio,Republican,19131
47093,Knox,Tennessee,Democrats,62861
47093,Knox,Tennessee,Others,10681
47093,Knox,Tennessee,Republican,105724
48275,Knox,Texas,Democrats,247
48275,Knox,Texas,Others,42
48275,Knox,Texas,Republican,1078
27071,Koochiching,Minnesota,Democrats,2306
27071,Koochiching,Minnesota,Others,488
27071,Koochiching,Minnesota,Republican,3569
16055,Kootenai,Idaho,Democrats,16264
16055,Kootenai,Idaho,Others,5597
16055,Kootenai,Idaho,Republican,44449
18085,Kosciusko,Indiana,Democrats,6313
18085,Kosciusko,Indiana,Others,1833
18085,Kosciusko,Indiana,Republican,23935
19109,Kossuth,Iowa,Democrats,2543
19109,Kossuth,Iowa,Others,411
19109,Kossuth,Iowa,Republican,5653
55063,La Crosse,Wisconsin,Democrats,32406
55063,La Crosse,Wisconsin,Others,4173
55063,La Crosse,Wisconsin,Republican,26389
4012,La Paz,Arizona,Democrats,1575
4012,La Paz,Arizona,Others,373
4012,La Paz,Arizona,Republican,4003
8067,La Plata,Colorado,Democrats,15525
8067,La Plata,Colorado,Others,3038
8067,La Plata,Colorado,Republican,12587
22059,La Salle,Louisiana,Democrats,605
22059,La Salle,Louisiana,Others,128
22059,La Salle,Louisiana,Republican,5836
48283,La Salle,Texas,Democrats,1129
48283,La Salle,Texas,Others,58
48283,La Salle,Texas,Republican,872
20099,Labette,Kansas,Democrats,2234
20099,Labette,Kansas,Others,453
20099,Labette,Kansas,Republican,5232
27073,Lac Qui Parle,Minnesota,Democrats,1305
27073,Lac Qui Parle,Minnesota,Others,262
27073,Lac Qui Parle,Minnesota,Republican,2293
42069,Lackawanna,Pennsylvania,Democrats,51983
42069,Lackawanna,Pennsylvania,Others,4024
42069,Lackawanna,Pennsylvania,Republican,48384
29105,Laclede,Missouri,Democrats,2543
29105,Laclede,Missouri,Others,617
29105,Laclede,Missouri,Republican,12834
5073,Lafayette,Arkansas,Democrats,1032
5073,Lafayette,Arkansas,Others,70
5073,Lafayette,Arkansas,Republican,1758
12067,Lafayette,Florida,Democrats,518
12067,Lafayette,Florida,Others,84
12067,Lafayette,Florida,Republican,2809
22055,Lafayette,Louisiana,Democrats,32726
22055,Lafayette,Louisiana,Others,4682
22055,Lafayette,Louisiana,Republican,68195
28071,Lafayette,Mississippi,Democrats,7969
28071,Lafayette,Mississippi,Others,802
28071,Lafayette,Mississippi,Republican,10872
29107,Lafayette,Missouri,Democrats,4047
29107,Lafayette,Missouri,Others,791
29107,Lafayette,Missouri,Republican,10977
55065,Lafayette,Wisconsin,Democrats,3288
55065,Lafayette,Wisconsin,Others,397
55065,Lafayette,Wisconsin,Republican,3977
22057,Lafourche,Louisiana,Democrats,8423
22057,Lafourche,Louisiana,Others,1263
22057,Lafourche,Louisiana,Republican,31959
18087,Lagrange,Indiana,Democrats,2080
18087,Lagrange,Indiana,Others,460
18087,Lagrange,Indiana,Republican,7025
6033,Lake,California,Democrats,6240
6033,Lake,California,Others,1284
6033,Lake,California,Republican,5752
8065,Lake,Colorado,Democrats,1616
8065,Lake,Colorado,Others,313
8065,Lake,Colorado,Republican,1270
12069,Lake,Florida,Democrats,62838
12069,Lake,Florida,Others,5436
12069,Lake,Florida,Republican,102188
17097,Lake,Illinois,Democrats,171095
17097,Lake,Illinois,Others,17133
17097,Lake,Illinois,Republican,109767
18089,Lake,Indiana,Democrats,116935
18089,Lake,Indiana,Others,8636
18089,Lake,Indiana,Republican,75625
26085,Lake,Michigan,Democrats,1939
26085,Lake,Michigan,Others,230
26085,Lake,Michigan,Republican,3159
27075,Lake,Minnesota,Democrats,3077
27075,Lake,Minnesota,Others,512
27075,Lake,Minnesota,Republican,2932
30047,Lake,Montana,Democrats,4776
30047,Lake,Montana,Others,804
30047,Lake,Montana,Republican,7530
39085,Lake,Ohio,Democrats,46397
39085,Lake,Ohio,Others,6538
39085,Lake,Ohio,Republican,64255
41037,Lake,Oregon,Democrats,639
41037,Lake,Oregon,Others,269
41037,Lake,Oregon,Republican,3022
46079,Lake,South Dakota,Democrats,2314
46079,Lake,South Dakota,Others,434
46079,Lake,South Dakota,Republican,4038
47095,Lake,Tennessee,Democrats,577
47095,Lake,Tennessee,Others,36
47095,Lake,Tennessee,Republican,1357
27077,Lake Of The Woods,Minnesota,Democrats,553
27077,Lake Of The Woods,Minnesota,Others,149
27077,Lake Of The Woods,Minnesota,Republican,1540
1075,Lamar,Alabama,Democrats,1036
1075,Lamar,Alabama,Others,107
1075,Lamar,Alabama,Republican,5823
13171,Lamar,Georgia,Democrats,2270
13171,Lamar,Georgia,Others,152
13171,Lamar,Georgia,Republican,5190
28073,Lamar,Mississippi,Democrats,5190
28073,Lamar,Mississippi,Others,651
28073,Lamar,Mississippi,Republican,18751
48277,Lamar,Texas,Democrats,3583
48277,Lamar,Texas,Others,467
48277,Lamar,Texas,Republican,14561
48279,Lamb,Texas,Democrats,771
48279,Lamb,Texas,Others,113
48279,Lamb,Texas,Republican,3111
50015,Lamoille,Vermont,Democrats,7241
50015,Lamoille,Vermont,Others,1951
50015,Lamoille,Vermont,Republican,3570
38045,Lamoure,North Dakota,Democrats,502
38045,Lamoure,North Dakota,Others,168
38045,Lamoure,North Dakota,Republican,1481
48281,Lampasas,Texas,Democrats,1483
48281,Lampasas,Texas,Others,337
48281,Lampasas,Texas,Republican,6385
31109,Lancaster,Nebraska,Democrats,60533
31109,Lancaster,Nebraska,Others,8814
31109,Lancaster,Nebraska,Republican,60456
42071,Lancaster,Pennsylvania,Democrats,91093
42071,Lancaster,Pennsylvania,Others,15825
42071,Lancaster,Pennsylvania,Republican,137914
45057,Lancaster,South Carolina,Democrats,13812
45057,Lancaster,South Carolina,Others,1407
45057,Lancaster,South Carolina,Republican,23719
51103,Lancaster,Virginia,Democrats,2869
51103,Lancaster,Virginia,Others,253
51103,Lancaster,Virginia,Republican,3523
32015,Lander,Nevada,Democrats,403
32015,Lander,Nevada,Others,182
32015,Lander,Nevada,Republican,1828
20101,Lane,Kansas,Democrats,104
20101,Lane,Kansas,Others,43
20101,Lane,Kansas,Republican,684
41039,Lane,Oregon,Democrats,100497
41039,Lane,Oregon,Others,21441
41039,Lane,Oregon,Republican,66218
55067,Langlade,Wisconsin,Democrats,3260
55067,Langlade,Wisconsin,Others,436
55067,Langlade,Wisconsin,Republican,6436
13173,Lanier,Georgia,Democrats,806
13173,Lanier,Georgia,Others,81
13173,Lanier,Georgia,Republican,1984
26087,Lapeer,Michigan,Democrats,12734
26087,Lapeer,Michigan,Others,2411
26087,Lapeer,Michigan,Republican,30037
18091,Laporte,Indiana,Democrats,19798
18091,Laporte,Indiana,Others,2714
18091,Laporte,Indiana,Republican,22687
56021,Laramie,Wyoming,Democrats,11573
56021,Laramie,Wyoming,Others,4549
56021,Laramie,Wyoming,Republican,24847
8069,Larimer,Colorado,Democrats,93113
8069,Larimer,Colorado,Others,19437
8069,Larimer,Colorado,Republican,83430
21123,Larue,Kentucky,Democrats,1278
21123,Larue,Kentucky,Others,290
21123,Larue,Kentucky,Republican,4799
8071,Las Animas,Colorado,Democrats,2650
8071,Las Animas,Colorado,Others,433
8071,Las Animas,Colorado,Republican,3710
17099,Lasalle,Illinois,Democrats,19277
17099,Lasalle,Illinois,Others,3452
17099,Lasalle,Illinois,Republican,26269
6035,Lassen,California,Democrats,2224
6035,Lassen,California,Others,624
6035,Lassen,California,Republican,7574
16057,Latah,Idaho,Democrats,8093
16057,Latah,Idaho,Others,2815
16057,Latah,Idaho,Republican,7265
40077,Latimer,Oklahoma,Democrats,797
40077,Latimer,Oklahoma,Others,159
40077,Latimer,Oklahoma,Republican,3100
1077,Lauderdale,Alabama,Democrats,9952
1077,Lauderdale,Alabama,Others,1674
1077,Lauderdale,Alabama,Republican,27899
28075,Lauderdale,Mississippi,Democrats,11269
28075,Lauderdale,Mississippi,Others,496
28075,Lauderdale,Mississippi,Republican,17741
47097,Lauderdale,Tennessee,Democrats,3056
47097,Lauderdale,Tennessee,Others,138
47097,Lauderdale,Tennessee,Republican,4884
21125,Laurel,Kentucky,Democrats,3440
21125,Laurel,Kentucky,Others,801
21125,Laurel,Kentucky,Republican,20592
13175,Laurens,Georgia,Democrats,6752
13175,Laurens,Georgia,Others,367
13175,Laurens,Georgia,Republican,12411
45059,Laurens,South Carolina,Democrats,8889
45059,Laurens,South Carolina,Others,861
45059,Laurens,South Carolina,Republican,16816
48285,Lavaca,Texas,Democrats,1170
48285,Lavaca,Texas,Others,144
48285,Lavaca,Texas,Republican,7347
1079,Lawrence,Alabama,Democrats,3627
1079,Lawrence,Alabama,Others,369
1079,Lawrence,Alabama,Republican,10833
5075,Lawrence,Arkansas,Democrats,1263
5075,Lawrence,Arkansas,Others,358
5075,Lawrence,Arkansas,Republican,4064
18093,Lawrence,Indiana,Democrats,4210
18093,Lawrence,Indiana,Others,907
18093,Lawrence,Indiana,Republican,14035
21127,Lawrence,Kentucky,Democrats,1045
21127,Lawrence,Kentucky,Others,181
21127,Lawrence,Kentucky,Republican,4816
28077,Lawrence,Mississippi,Democrats,2195
28077,Lawrence,Mississippi,Others,78
28077,Lawrence,Mississippi,Republican,4091
29109,Lawrence,Missouri,Democrats,2898
29109,Lawrence,Missouri,Others,692
29109,Lawrence,Missouri,Republican,13084
39087,Lawrence,Ohio,Democrats,6974
39087,Lawrence,Ohio,Others,1126
39087,Lawrence,Ohio,Republican,18689
42073,Lawrence,Pennsylvania,Democrats,14009
42073,Lawrence,Pennsylvania,Others,1635
42073,Lawrence,Pennsylvania,Republican,25428
46081,Lawrence,South Dakota,Democrats,3356
46081,Lawrence,South Dakota,Others,1075
46081,Lawrence,South Dakota,Republican,7411
47099,Lawrence,Tennessee,Democrats,2821
47099,Lawrence,Tennessee,Others,418
47099,Lawrence,Tennessee,Republican,12419
40079,Le Flore,Oklahoma,Democrats,3250
40079,Le Flore,Oklahoma,Others,609
40079,Le Flore,Oklahoma,Republican,13362
27079,Le Sueur,Minnesota,Democrats,4623
27079,Le Sueur,Minnesota,Others,1166
27079,Le Sueur,Minnesota,Republican,9182
35025,Lea,New Mexico,Democrats,3930
35025,Lea,New Mexico,Others,1287
35025,Lea,New Mexico,Republican,12495
28079,Leake,Mississippi,Democrats,3584
28079,Leake,Mississippi,Others,83
28079,Leake,Mississippi,Republican,4782
20103,Leavenworth,Kansas,Democrats,10064
20103,Leavenworth,Kansas,Others,2225
20103,Leavenworth,Kansas,Republican,17387
42075,Lebanon,Pennsylvania,Democrats,18953
42075,Lebanon,Pennsylvania,Others,2966
42075,Lebanon,Pennsylvania,Republican,40525
1081,Lee,Alabama,Democrats,21230
1081,Lee,Alabama,Others,3344
1081,Lee,Alabama,Republican,34617
5077,Lee,Arkansas,Democrats,1735
5077,Lee,Arkansas,Others,62
5077,Lee,Arkansas,Republican,1229
12071,Lee,Florida,Democrats,124908
12071,Lee,Florida,Others,13303
12071,Lee,Florida,Republican,191551
13177,Lee,Georgia,Democrats,3170
13177,Lee,Georgia,Others,327
13177,Lee,Georgia,Republican,10646
17103,Lee,Illinois,Democrats,5528
17103,Lee,Illinois,Others,1349
17103,Lee,Illinois,Republican,8612
19111,Lee,Iowa,Democrats,6215
19111,Lee,Iowa,Others,1133
19111,Lee,Iowa,Republican,8803
21129,Lee,Kentucky,Democrats,444
21129,Lee,Kentucky,Others,72
21129,Lee,Kentucky,Republican,2151
28081,Lee,Mississippi,Democrats,10029
28081,Lee,Mississippi,Others,664
28081,Lee,Mississippi,Republican,22220
37105,Lee,North Carolina,Democrats,10469
37105,Lee,North Carolina,Others,903
37105,Lee,North Carolina,Republican,13712
45061,Lee,South Carolina,Democrats,5199
45061,Lee,South Carolina,Others,154
45061,Lee,South Carolina,Republican,2803
48287,Lee,Texas,Democrats,1372
48287,Lee,Texas,Others,166
48287,Lee,Texas,Republican,4997
51105,Lee,Virginia,Democrats,1627
51105,Lee,Virginia,Others,229
51105,Lee,Virginia,Republican,7543
26089,Leelanau,Michigan,Democrats,6774
26089,Leelanau,Michigan,Others,744
26089,Leelanau,Michigan,Republican,7239
28083,Leflore,Mississippi,Democrats,7787
28083,Leflore,Mississippi,Others,141
28083,Leflore,Mississippi,Republican,3212
42077,Lehigh,Pennsylvania,Democrats,81324
42077,Lehigh,Pennsylvania,Others,5979
42077,Lehigh,Pennsylvania,Republican,73690
16059,Lemhi,Idaho,Democrats,733
16059,Lemhi,Idaho,Others,352
16059,Lemhi,Idaho,Republican,3011
26091,Lenawee,Michigan,Democrats,16750
26091,Lenawee,Michigan,Others,2758
26091,Lenawee,Michigan,Republican,26430
37107,Lenoir,North Carolina,Democrats,12725
37107,Lenoir,North Carolina,Others,566
37107,Lenoir,North Carolina,Republican,13667
12073,Leon,Florida,Democrats,92068
12073,Leon,Florida,Others,7992
12073,Leon,Florida,Republican,53821
48289,Leon,Texas,Democrats,909
48289,Leon,Texas,Others,139
48289,Leon,Texas,Republican,6391
21131,Leslie,Kentucky,Democrats,400
21131,Leslie,Kentucky,Others,77
21131,Leslie,Kentucky,Republican,4015
21133,Letcher,Kentucky,Democrats,1542
21133,Letcher,Kentucky,Others,299
21133,Letcher,Kentucky,Republican,7293
12075,Levy,Florida,Democrats,5101
12075,Levy,Florida,Others,623
12075,Levy,Florida,Republican,13775
16061,Lewis,Idaho,Democrats,270
16061,Lewis,Idaho,Others,118
16061,Lewis,Idaho,Republican,1202
21135,Lewis,Kentucky,Democrats,785
21135,Lewis,Kentucky,Others,150
21135,Lewis,Kentucky,Republican,4363
29111,Lewis,Missouri,Democrats,933
29111,Lewis,Missouri,Others,176
29111,Lewis,Missouri,Republican,3343
36049,Lewis,New York,Democrats,2828
36049,Lewis,New York,Others,699
36049,Lewis,New York,Republican,6916
47101,Lewis,Tennessee,Democrats,890
47101,Lewis,Tennessee,Others,132
47101,Lewis,Tennessee,Republican,3579
53041,Lewis,Washington,Democrats,9654
53041,Lewis,Washington,Others,2913
53041,Lewis,Washington,Republican,21992
54041,Lewis,West Virginia,Democrats,1347
54041,Lewis,West Virginia,Others,315
54041,Lewis,West Virginia,Republican,5274
30049,Lewis And Clark,Montana,Democrats,14478
30049,Lewis And Clark,Montana,Others,2872
30049,Lewis And Clark,Montana,Republican,16895
45063,Lexington,South Carolina,Democrats,35230
45063,Lexington,South Carolina,Others,6837
45063,Lexington,South Carolina,Republican,80026
51678,Lexington,Virginia,Democrats,1514
51678,Lexington,Virginia,Others,185
51678,Lexington,Virginia,Republican,766
12077,Liberty,Florida,Democrats,651
12077,Liberty,Florida,Others,118
12077,Liberty,Florida,Republican,2543
13179,Liberty,Georgia,Democrats,9556
13179,Liberty,Georgia,Others,453
13179,Liberty,Georgia,Republican,6134
30051,Liberty,Montana,Democrats,206
30051,Liberty,Montana,Others,52
30051,Liberty,Montana,Republican,698
48291,Liberty,Texas,Democrats,4862
48291,Liberty,Texas,Others,513
48291,Liberty,Texas,Republican,18892
39089,Licking,Ohio,Democrats,27376
39089,Licking,Ohio,Others,5007
39089,Licking,Ohio,Republican,51241
1083,Limestone,Alabama,Democrats,9468
1083,Limestone,Alabama,Others,1759
1083,Limestone,Alabama,Republican,29067
48293,Limestone,Texas,Democrats,1778
48293,Limestone,Texas,Others,165
48293,Limestone,Texas,Republican,5796
5079,Lincoln,Arkansas,Democrats,1252
5079,Lincoln,Arkansas,Others,119
5079,Lincoln,Arkansas,Republican,2455
8073,Lincoln,Colorado,Democrats,409
8073,Lincoln,Colorado,Others,135
8073,Lincoln,Colorado,Republican,1892
13181,Lincoln,Georgia,Democrats,1273
13181,Lincoln,Georgia,Others,70
13181,Lincoln,Georgia,Republican,2759
16063,Lincoln,Idaho,Democrats,360
16063,Lincoln,Idaho,Others,204
16063,Lincoln,Idaho,Republican,1184
20105,Lincoln,Kansas,Democrats,214
20105,Lincoln,Kansas,Others,66
20105,Lincoln,Kansas,Republican,1168
21137,Lincoln,Kentucky,Democrats,1865
21137,Lincoln,Kentucky,Others,358
21137,Lincoln,Kentucky,Republican,7338
22061,Lincoln,Louisiana,Democrats,7107
22061,Lincoln,Louisiana,Others,801
22061,Lincoln,Louisiana,Republican,10761
23015,Lincoln,Maine,Democrats,10241
23015,Lincoln,Maine,Others,1464
23015,Lincoln,Maine,Republican,9727
27081,Lincoln,Minnesota,Democrats,860
27081,Lincoln,Minnesota,Others,228
27081,Lincoln,Minnesota,Republican,1931
28085,Lincoln,Mississippi,Democrats,4458
28085,Lincoln,Mississippi,Others,185
28085,Lincoln,Mississippi,Republican,10550
29113,Lincoln,Missouri,Democrats,5561
29113,Lincoln,Missouri,Others,1185
29113,Lincoln,Missouri,Republican,18111
30053,Lincoln,Montana,Democrats,2041
30053,Lincoln,Montana,Others,514
30053,Lincoln,Montana,Republican,6729
31111,Lincoln,Nebraska,Democrats,2913
31111,Lincoln,Nebraska,Others,818
31111,Lincoln,Nebraska,Republican,12164
32017,Lincoln,Nevada,Democrats,285
32017,Lincoln,Nevada,Others,176
32017,Lincoln,Nevada,Republican,1671
35027,Lincoln,New Mexico,Democrats,2331
35027,Lincoln,New Mexico,Others,675
35027,Lincoln,New Mexico,Republican,5896
37109,Lincoln,North Carolina,Democrats,9897
37109,Lincoln,North Carolina,Others,1320
37109,Lincoln,North Carolina,Republican,28806
40081,Lincoln,Oklahoma,Democrats,2430
40081,Lincoln,Oklahoma,Others,741
40081,Lincoln,Oklahoma,Republican,10854
41041,Lincoln,Oregon,Democrats,12501
41041,Lincoln,Oregon,Others,2716
41041,Lincoln,Oregon,Republican,10039
46083,Lincoln,South Dakota,Democrats,8076
46083,Lincoln,South Dakota,Others,1656
46083,Lincoln,South Dakota,Republican,15499
47103,Lincoln,Tennessee,Democrats,2550
47103,Lincoln,Tennessee,Others,345
47103,Lincoln,Tennessee,Republican,10375
53043,Lincoln,Washington,Democrats,1244
53043,Lincoln,Washington,Others,466
53043,Lincoln,Washington,Republican,4108
54043,Lincoln,West Virginia,Democrats,1435
54043,Lincoln,West Virginia,Others,367
54043,Lincoln,West Virginia,Republican,5257
55069,Lincoln,Wisconsin,Democrats,5370
55069,Lincoln,Wisconsin,Others,936
55069,Lincoln,Wisconsin,Republican,8400
56023,Lincoln,Wyoming,Democrats,1105
56023,Lincoln,Wyoming,Others,991
56023,Lincoln,Wyoming,Republican,6779
19113,Linn,Iowa,Democrats,58935
19113,Linn,Iowa,Others,9773
19113,Linn,Iowa,Republican,48390
20107,Linn,Kansas,Democrats,721
20107,Linn,Kansas,Others,181
20107,Linn,Kansas,Republican,3377
29115,Linn,Missouri,Democrats,1239
29115,Linn,Missouri,Others,250
29115,Linn,Missouri,Republican,4084
41043,Linn,Oregon,Democrats,17995
41043,Linn,Oregon,Others,7236
41043,Linn,Oregon,Republican,33488
48295,Lipscomb,Texas,Democrats,135
48295,Lipscomb,Texas,Others,38
48295,Lipscomb,Texas,Republican,1159
9005,Litchfield,Connecticut,Democrats,39775
9005,Litchfield,Connecticut,Others,4616
9005,Litchfield,Connecticut,Republican,53051
5081,Little River,Arkansas,Democrats,1397
5081,Little River,Arkansas,Others,225
5081,Little River,Arkansas,Republican,3605
48297,Live Oak,Texas,Democrats,742
48297,Live Oak,Texas,Others,96
48297,Live Oak,Texas,Republican,3464
17105,Livingston,Illinois,Democrats,4005
17105,Livingston,Illinois,Others,894
17105,Livingston,Illinois,Republican,10197
21139,Livingston,Kentucky,Democrats,887
21139,Livingston,Kentucky,Others,188
21139,Livingston,Kentucky,Republican,3570
22063,Livingston,Louisiana,Democrats,6950
22063,Livingston,Louisiana,Others,1956
22063,Livingston,Louisiana,Republican,48824
26093,Livingston,Michigan,Democrats,34384
26093,Livingston,Michigan,Others,5801
26093,Livingston,Michigan,Republican,65680
29117,Livingston,Missouri,Democrats,1265
29117,Livingston,Missouri,Others,277
29117,Livingston,Missouri,Republican,4879
36051,Livingston,New York,Democrats,10478
36051,Livingston,New York,Others,1984
36051,Livingston,New York,Republican,17112
48299,Llano,Texas,Democrats,1825
48299,Llano,Texas,Others,323
48299,Llano,Texas,Republican,8299
5083,Logan,Arkansas,Democrats,1715
5083,Logan,Arkansas,Others,460
5083,Logan,Arkansas,Republican,5746
8075,Logan,Colorado,Democrats,1851
8075,Logan,Colorado,Others,589
8075,Logan,Colorado,Republican,7282
17107,Logan,Illinois,Democrats,3301
17107,Logan,Illinois,Others,901
17107,Logan,Illinois,Republican,8167
20109,Logan,Kansas,Democrats,149
20109,Logan,Kansas,Others,75
20109,Logan,Kansas,Republican,1124
21141,Logan,Kentucky,Democrats,2755
21141,Logan,Kentucky,Others,366
21141,Logan,Kentucky,Republican,7778
31113,Logan,Nebraska,Democrats,32
31113,Logan,Nebraska,Others,19
31113,Logan,Nebraska,Republican,400
38047,Logan,North Dakota,Democrats,114
38047,Logan,North Dakota,Others,65
38047,Logan,North Dakota,Republican,888
39091,Logan,Ohio,Democrats,4647
39091,Logan,Ohio,Others,1104
39091,Logan,Ohio,Republican,15957
40083,Logan,Oklahoma,Democrats,4248
40083,Logan,Oklahoma,Others,1098
40083,Logan,Oklahoma,Republican,13633
54045,Logan,West Virginia,Democrats,2082
54045,Logan,West Virginia,Others,448
54045,Logan,West Virginia,Republican,9866
13183,Long,Georgia,Democrats,1360
13183,Long,Georgia,Others,131
13183,Long,Georgia,Republican,2626
5085,Lonoke,Arkansas,Democrats,5664
5085,Lonoke,Arkansas,Others,1478
5085,Lonoke,Arkansas,Republican,19958
39093,Lorain,Ohio,Democrats,66949
39093,Lorain,Ohio,Others,6795
39093,Lorain,Ohio,Republican,66818
35028,Los Alamos,New Mexico,Democrats,5562
35028,Los Alamos,New Mexico,Others,1964
35028,Los Alamos,New Mexico,Republican,3359
6037,Los Angeles,California,Democrats,2447329
6037,Los Angeles,California,Others,185693
6037,Los Angeles,California,Republican,764984
47105,Loudon,Tennessee,Democrats,4916
47105,Loudon,Tennessee,Others,800
47105,Loudon,Tennessee,Republican,17588
51107,Loudoun,Virginia,Democrats,100795
51107,Loudoun,Virginia,Others,12306
51107,Loudoun,Virginia,Republican,69949
19115,Louisa,Iowa,Democrats,1648
19115,Louisa,Iowa,Others,291
19115,Louisa,Iowa,Republican,3069
51109,Louisa,Virginia,Democrats,6212
51109,Louisa,Virginia,Others,872
51109,Louisa,Virginia,Republican,10528
31115,Loup,Nebraska,Democrats,48
31115,Loup,Nebraska,Others,11
31115,Loup,Nebraska,Republican,323
40085,Love,Oklahoma,Democrats,735
40085,Love,Oklahoma,Others,132
40085,Love,Oklahoma,Republican,2922
48301,Loving,Texas,Democrats,4
48301,Loving,Texas,Others,3
48301,Loving,Texas,Republican,58
1085,Lowndes,Alabama,Democrats,4883
1085,Lowndes,Alabama,Others,50
1085,Lowndes,Alabama,Republican,1751
13185,Lowndes,Georgia,Democrats,15064
13185,Lowndes,Georgia,Others,1106
13185,Lowndes,Georgia,Republican,21635
28087,Lowndes,Mississippi,Democrats,11819
28087,Lowndes,Mississippi,Others,605
28087,Lowndes,Mississippi,Republican,13271
48303,Lubbock,Texas,Democrats,28023
48303,Lubbock,Texas,Others,5339
48303,Lubbock,Texas,Republican,65651
19117,Lucas,Iowa,Democrats,1239
19117,Lucas,Iowa,Others,238
19117,Lucas,Iowa,Republican,2877
39095,Lucas,Ohio,Democrats,110833
39095,Lucas,Ohio,Others,12299
39095,Lucas,Ohio,Republican,75698
26095,Luce,Michigan,Democrats,681
26095,Luce,Michigan,Others,142
26095,Luce,Michigan,Republican,1756
13187,Lumpkin,Georgia,Democrats,2220
13187,Lumpkin,Georgia,Others,586
13187,Lumpkin,Georgia,Republican,9619
35029,Luna,New Mexico,Democrats,3195
35029,Luna,New Mexico,Others,622
35029,Luna,New Mexico,Republican,3478
51111,Lunenburg,Virginia,Democrats,2227
51111,Lunenburg,Virginia,Others,155
51111,Lunenburg,Virginia,Republican,3204
42079,Luzerne,Pennsylvania,Democrats,52092
42079,Luzerne,Pennsylvania,Others,4719
42079,Luzerne,Pennsylvania,Republican,78303
42081,Lycoming,Pennsylvania,Democrats,13020
42081,Lycoming,Pennsylvania,Others,2474
42081,Lycoming,Pennsylvania,Republican,35627
46085,Lyman,South Dakota,Democrats,369
46085,Lyman,South Dakota,Others,75
46085,Lyman,South Dakota,Republican,977
51680,Lynchburg,Virginia,Democrats,14792
51680,Lynchburg,Virginia,Others,2883
51680,Lynchburg,Virginia,Republican,17982
48305,Lynn,Texas,Democrats,403
48305,Lynn,Texas,Others,60
48305,Lynn,Texas,Republican,1546
19119,Lyon,Iowa,Democrats,920
19119,Lyon,Iowa,Others,265
19119,Lyon,Iowa,Republican,5192
