Region,County,State,party,vote.count
29019,Boone,Missouri,Republican,36146
31011,Boone,Nebraska,Democrats,414
31011,Boone,Nebraska,Others,154
31011,Boone,Nebraska,Republican,2299
54005,Boone,West Virginia,Democrats,1783
54005,Boone,West Virginia,Others,484
54005,Boone,West Virginia,Republican,6483
48033,Borden,Texas,Democrats,31
48033,Borden,Texas,Others,4
48033,Borden,Texas,Republican,330
48035,Bosque,Texas,Democrats,1278
48035,Bosque,Texas,Others,221
48035,Bosque,Texas,Republican,6339
22015,Bossier,Louisiana,Democrats,12641
22015,Bossier,Louisiana,Others,1733
22015,Bossier,Louisiana,Republican,35474
51023,Botetourt,Virginia,Democrats,4494
51023,Botetourt,Virginia,Others,870
51023,Botetourt,Virginia,Republican,13375
38009,Bottineau,North Dakota,Democrats,736
38009,Bottineau,North Dakota,Others,264
38009,Bottineau,North Dakota,Republican,2494
8013,Boulder,Colorado,Democrats,132334
8013,Boulder,Colorado,Others,14412
8013,Boulder,Colorado,Republican,41396
16021,Boundary,Idaho,Democrats,933
16021,Boundary,Idaho,Others,441
16021,Boundary,Idaho,Republican,3789
20011,Bourbon,Kansas,Democrats,1306
20011,Bourbon,Kansas,Others,298
20011,Bourbon,Kansas,Republican,4314
21017,Bourbon,Kentucky,Democrats,2791
21017,Bourbon,Kentucky,Others,443
21017,Bourbon,Kentucky,Republican,5569
48037,Bowie,Texas,Democrats,8838
48037,Bowie,Texas,Others,840
48037,Bowie,Texas,Republican,24924
38011,Bowman,North Dakota,Democrats,227
38011,Bowman,North Dakota,Others,114
38011,Bowman,North Dakota,Republican,1446
31013,Box Butte,Nebraska,Democrats,965
31013,Box Butte,Nebraska,Others,266
31013,Box Butte,Nebraska,Republican,3617
49003,Box Elder,Utah,Democrats,2282
49003,Box Elder,Utah,Others,5356
49003,Box Elder,Utah,Republican,12230
21019,Boyd,Kentucky,Democrats,6021
21019,Boyd,Kentucky,Others,842
21019,Boyd,Kentucky,Republican,13591
31015,Boyd,Nebraska,Democrats,128
31015,Boyd,Nebraska,Others,36
31015,Boyd,Nebraska,Republican,983
21021,Boyle,Kentucky,Democrats,4281
21021,Boyle,Kentucky,Others,625
21021,Boyle,Kentucky,Republican,8040
21023,Bracken,Kentucky,Democrats,705
21023,Bracken,Kentucky,Others,111
21023,Bracken,Kentucky,Republican,2711
12007,Bradford,Florida,Democrats,2924
12007,Bradford,Florida,Others,321
12007,Bradford,Florida,Republican,8913
42015,Bradford,Pennsylvania,Democrats,6369
42015,Bradford,Pennsylvania,Others,1475
42015,Bradford,Pennsylvania,Republican,18141
5011,Bradley,Arkansas,Democrats,1317
5011,Bradley,Arkansas,Others,172
5011,Bradley,Arkansas,Republican,2164
47011,Bradley,Tennessee,Democrats,7070
47011,Bradley,Tennessee,Others,1561
47011,Bradley,Tennessee,Republican,29761
26023,Branch,Michigan,Democrats,5061
26023,Branch,Michigan,Others,816
26023,Branch,Michigan,Republican,11786
13025,Brantley,Georgia,Democrats,619
13025,Brantley,Georgia,Others,115
13025,Brantley,Georgia,Republican,5567
54007,Braxton,West Virginia,Democrats,1321
54007,Braxton,West Virginia,Others,242
54007,Braxton,West Virginia,Republican,3537
48039,Brazoria,Texas,Democrats,43200
48039,Brazoria,Texas,Others,5190
48039,Brazoria,Texas,Republican,72791
48041,Brazos,Texas,Democrats,23121
48041,Brazos,Texas,Others,5352
48041,Brazos,Texas,Republican,38738
21025,Breathitt,Kentucky,Democrats,1537
21025,Breathitt,Kentucky,Others,210
21025,Breathitt,Kentucky,Republican,3991
21027,Breckinridge,Kentucky,Democrats,1960
21027,Breckinridge,Kentucky,Others,330
21027,Breckinridge,Kentucky,Republican,6484
19017,Bremer,Iowa,Democrats,5356
19017,Bremer,Iowa,Others,974
19017,Bremer,Iowa,Republican,7208
12009,Brevard,Florida,Democrats,119679
12009,Brevard,Florida,Others,16614
12009,Brevard,Florida,Republican,181848
48043,Brewster,Texas,Democrats,1873
48043,Brewster,Texas,Others,302
48043,Brewster,Texas,Republican,2077
48045,Briscoe,Texas,Democrats,91
48045,Briscoe,Texas,Others,20
48045,Briscoe,Texas,Republican,625
25005,Bristol,Massachusetts,Democrats,127619
25005,Bristol,Massachusetts,Others,13674
25005,Bristol,Massachusetts,Republican,104775
44001,Bristol,Rhode Island,Democrats,14609
44001,Bristol,Rhode Island,Others,1901
44001,Bristol,Rhode Island,Republican,8965
51520,Bristol,Virginia,Democrats,1835
51520,Bristol,Virginia,Others,300
51520,Bristol,Virginia,Republican,4892
30007,Broadwater,Montana,Democrats,573
30007,Broadwater,Montana,Others,211
30007,Broadwater,Montana,Republican,2348
36005,Bronx,New York,Democrats,318403
36005,Bronx,New York,Others,7345
36005,Bronx,New York,Republican,34424
54009,Brooke,West Virginia,Democrats,2568
54009,Brooke,West Virginia,Others,503
54009,Brooke,West Virginia,Republican,6625
46011,Brookings,South Dakota,Democrats,4879
46011,Brookings,South Dakota,Others,1053
46011,Brookings,South Dakota,Republican,6748
13027,Brooks,Georgia,Democrats,2528
13027,Brooks,Georgia,Others,107
13027,Brooks,Georgia,Republican,3701
48047,Brooks,Texas,Democrats,1937
48047,Brooks,Texas,Others,46
48047,Brooks,Texas,Republican,613
36007,Broome,New York,Democrats,35212
36007,Broome,New York,Others,5378
36007,Broome,New York,Republican,38077
8014,Broomfield,Colorado,Democrats,19731
8014,Broomfield,Colorado,Others,3591
8014,Broomfield,Colorado,Republican,14367
12011,Broward,Florida,Democrats,553320
12011,Broward,Florida,Others,23117
12011,Broward,Florida,Republican,260951
17009,Brown,Illinois,Democrats,475
17009,Brown,Illinois,Others,105
17009,Brown,Illinois,Republican,1776
18013,Brown,Indiana,Democrats,2518
18013,Brown,Indiana,Others,410
18013,Brown,Indiana,Republican,5016
20013,Brown,Kansas,Democrats,850
20013,Brown,Kansas,Others,249
20013,Brown,Kansas,Republican,2861
27015,Brown,Minnesota,Democrats,3763
27015,Brown,Minnesota,Others,1308
27015,Brown,Minnesota,Republican,8708
31017,Brown,Nebraska,Democrats,153
31017,Brown,Nebraska,Others,46
31017,Brown,Nebraska,Republican,1385
39015,Brown,Ohio,Democrats,4353
39015,Brown,Ohio,Others,756
39015,Brown,Ohio,Republican,14573
46013,Brown,South Dakota,Democrats,5452
46013,Brown,South Dakota,Others,1048
46013,Brown,South Dakota,Republican,9613
48049,Brown,Texas,Democrats,1621
48049,Brown,Texas,Others,388
48049,Brown,Texas,Republican,12017
55009,Brown,Wisconsin,Democrats,53364
55009,Brown,Wisconsin,Others,8416
55009,Brown,Wisconsin,Republican,67199
46015,Brule,South Dakota,Democrats,571
46015,Brule,South Dakota,Others,152
46015,Brule,South Dakota,Republican,1565
37019,Brunswick,North Carolina,Democrats,23282
37019,Brunswick,North Carolina,Others,2349
37019,Brunswick,North Carolina,Republican,42717
51025,Brunswick,Virginia,Democrats,4481
51025,Brunswick,Virginia,Others,142
51025,Brunswick,Virginia,Republican,3046
13029,Bryan,Georgia,Democrats,4014
13029,Bryan,Georgia,Others,630
13029,Bryan,Georgia,Republican,10529
40013,Bryan,Oklahoma,Democrats,2804
40013,Bryan,Oklahoma,Others,536
40013,Bryan,Oklahoma,Republican,10478
19019,Buchanan,Iowa,Democrats,3970
19019,Buchanan,Iowa,Others,772
19019,Buchanan,Iowa,Republican,5510
29021,Buchanan,Missouri,Democrats,12010
29021,Buchanan,Missouri,Others,2326
29021,Buchanan,Missouri,Republican,21315
51027,Buchanan,Virginia,Democrats,1721
51027,Buchanan,Virginia,Others,230
51027,Buchanan,Virginia,Republican,7296
51029,Buckingham,Virginia,Democrats,3128
51029,Buckingham,Virginia,Others,211
51029,Buckingham,Virginia,Republican,3950
42017,Bucks,Pennsylvania,Democrats,167060
42017,Bucks,Pennsylvania,Others,12876
42017,Bucks,Pennsylvania,Republican,164361
19021,Buena Vista,Iowa,Democrats,2856
19021,Buena Vista,Iowa,Others,519
19021,Buena Vista,Iowa,Republican,4903
51530,Buena Vista,Virginia,Democrats,693
51530,Buena Vista,Virginia,Others,284
51530,Buena Vista,Virginia,Republican,1430
31019,Buffalo,Nebraska,Democrats,4763
31019,Buffalo,Nebraska,Others,1401
31019,Buffalo,Nebraska,Republican,14569
46017,Buffalo,South Dakota,Democrats,296
46017,Buffalo,South Dakota,Others,23
46017,Buffalo,South Dakota,Republican,171
55011,Buffalo,Wisconsin,Democrats,2531
55011,Buffalo,Wisconsin,Others,408
55011,Buffalo,Wisconsin,Republican,4049
21029,Bullitt,Kentucky,Democrats,8255
21029,Bullitt,Kentucky,Others,1604
21029,Bullitt,Kentucky,Republican,26210
13031,Bulloch,Georgia,Democrats,9261
13031,Bulloch,Georgia,Others,958
13031,Bulloch,Georgia,Republican,15097
1011,Bullock,Alabama,Democrats,3530
1011,Bullock,Alabama,Others,40
1011,Bullock,Alabama,Republican,1140
37021,Buncombe,North Carolina,Democrats,75452
37021,Buncombe,North Carolina,Others,7779
37021,Buncombe,North Carolina,Republican,55716
17011,Bureau,Illinois,Democrats,6010
17011,Bureau,Illinois,Others,1250
17011,Bureau,Illinois,Republican,9264
13033,Burke,Georgia,Democrats,4731
13033,Burke,Georgia,Others,129
13033,Burke,Georgia,Republican,4491
37023,Burke,North Carolina,Democrats,11251
37023,Burke,North Carolina,Others,1431
37023,Burke,North Carolina,Republican,26238
38013,Burke,North Dakota,Democrats,119
38013,Burke,North Dakota,Others,38
38013,Burke,North Dakota,Republican,895
38015,Burleigh,North Dakota,Democrats,10881
38015,Burleigh,North Dakota,Others,4566
38015,Burleigh,North Dakota,Republican,32532
48051,Burleson,Texas,Democrats,1491
48051,Burleson,Texas,Others,153
48051,Burleson,Texas,Republican,5316
34005,Burlington,New Jersey,Democrats,121725
34005,Burlington,New Jersey,Others,10286
34005,Burlington,New Jersey,Republican,89272
48053,Burnet,Texas,Democrats,3797
48053,Burnet,Texas,Others,769
48053,Burnet,Texas,Republican,14638
55013,Burnett,Wisconsin,Democrats,2948
55013,Burnett,Wisconsin,Others,383
55013,Burnett,Wisconsin,Republican,5412
31021,Burt,Nebraska,Democrats,930
31021,Burt,Nebraska,Others,236
31021,Burt,Nebraska,Republican,2367
1013,Butler,Alabama,Democrats,3726
1013,Butler,Alabama,Others,105
1013,Butler,Alabama,Republican,4901
19023,Butler,Iowa,Democrats,2157
19023,Butler,Iowa,Others,435
19023,Butler,Iowa,Republican,4921
20015,Butler,Kansas,Democrats,6489
20015,Butler,Kansas,Others,1781
20015,Butler,Kansas,Republican,18781
21031,Butler,Kentucky,Democrats,947
21031,Butler,Kentucky,Others,201
21031,Butler,Kentucky,Republican,4428
29023,Butler,Missouri,Democrats,3036
29023,Butler,Missouri,Others,573
29023,Butler,Missouri,Republican,13647
31023,Butler,Nebraska,Democrats,691
31023,Butler,Nebraska,Others,156
31023,Butler,Nebraska,Republican,3079
39017,Butler,Ohio,Democrats,58642
39017,Butler,Ohio,Others,9376
39017,Butler,Ohio,Republican,106976
42019,Butler,Pennsylvania,Democrats,28586
42019,Butler,Pennsylvania,Others,5034
42019,Butler,Pennsylvania,Republican,64431
6007,Butte,California,Democrats,41567
6007,Butte,California,Others,10047
6007,Butte,California,Republican,45144
16023,Butte,Idaho,Democrats,160
16023,Butte,Idaho,Others,156
16023,Butte,Idaho,Republican,914
46019,Butte,South Dakota,Democrats,693
46019,Butte,South Dakota,Others,298
46019,Butte,South Dakota,Republican,3355
13035,Butts,Georgia,Democrats,2566
13035,Butts,Georgia,Others,231
13035,Butts,Georgia,Republican,6717
37025,Cabarrus,North Carolina,Democrats,35510
37025,Cabarrus,North Carolina,Others,3946
37025,Cabarrus,North Carolina,Republican,53789
54011,Cabell,West Virginia,Democrats,11306
54011,Cabell,West Virginia,Others,2247
54011,Cabell,West Virginia,Republican,19648
49005,Cache,Utah,Democrats,8563
49005,Cache,Utah,Others,17016
49005,Cache,Utah,Republican,21139
22017,Caddo,Louisiana,Democrats,53483
22017,Caddo,Louisiana,Others,3315
22017,Caddo,Louisiana,Republican,49006
40015,Caddo,Oklahoma,Democrats,2420
40015,Caddo,Oklahoma,Others,446
40015,Caddo,Oklahoma,Republican,6482
6009,Calaveras,California,Democrats,7738
6009,Calaveras,California,Others,2002
6009,Calaveras,California,Republican,13072
22019,Calcasieu,Louisiana,Democrats,26296
22019,Calcasieu,Louisiana,Others,3298
22019,Calcasieu,Louisiana,Republican,54191
21033,Caldwell,Kentucky,Democrats,1260
21033,Caldwell,Kentucky,Others,208
21033,Caldwell,Kentucky,Republican,4507
22021,Caldwell,Louisiana,Democrats,788
22021,Caldwell,Louisiana,Others,82
22021,Caldwell,Louisiana,Republican,3822
29025,Caldwell,Missouri,Democrats,837
29025,Caldwell,Missouri,Others,241
29025,Caldwell,Missouri,Republican,3231
37027,Caldwell,North Carolina,Democrats,8425
37027,Caldwell,North Carolina,Others,1274
37027,Caldwell,North Carolina,Republican,26621
48055,Caldwell,Texas,Democrats,4795
48055,Caldwell,Texas,Others,606
48055,Caldwell,Texas,Republican,6691
50005,Caledonia,Vermont,Democrats,6445
50005,Caledonia,Vermont,Others,2095
50005,Caledonia,Vermont,Republican,5534
1015,Calhoun,Alabama,Democrats,13242
1015,Calhoun,Alabama,Others,1757
1015,Calhoun,Alabama,Republican,32865
5013,Calhoun,Arkansas,Democrats,639
5013,Calhoun,Arkansas,Others,74
5013,Calhoun,Arkansas,Republican,1556
12013,Calhoun,Florida,Democrats,1241
12013,Calhoun,Florida,Others,232
12013,Calhoun,Florida,Republican,4655
13037,Calhoun,Georgia,Democrats,1179
13037,Calhoun,Georgia,Others,16
13037,Calhoun,Georgia,Republican,830
17013,Calhoun,Illinois,Democrats,739
17013,Calhoun,Illinois,Others,111
17013,Calhoun,Illinois,Republican,1719
19025,Calhoun,Iowa,Democrats,1398
19025,Calhoun,Iowa,Others,293
19025,Calhoun,Iowa,Republican,3468
26025,Calhoun,Michigan,Democrats,24157
26025,Calhoun,Michigan,Others,3251
26025,Calhoun,Michigan,Republican,31494
28013,Calhoun,Mississippi,Democrats,1910
28013,Calhoun,Mississippi,Others,96
28013,Calhoun,Mississippi,Republican,4390
45017,Calhoun,South Carolina,Democrats,3573
45017,Calhoun,South Carolina,Others,189
45017,Calhoun,South Carolina,Republican,3787
48057,Calhoun,Texas,Democrats,2118
48057,Calhoun,Texas,Others,209
48057,Calhoun,Texas,Republican,4638
54013,Calhoun,West Virginia,Democrats,456
54013,Calhoun,West Virginia,Others,147
54013,Calhoun,West Virginia,Republican,2035
48059,Callahan,Texas,Democrats,569
48059,Callahan,Texas,Others,145
48059,Callahan,Texas,Republican,4865
29027,Callaway,Missouri,Democrats,4988
29027,Callaway,Missouri,Others,1087
29027,Callaway,Missouri,Republican,13052
21035,Calloway,Kentucky,Democrats,4749
21035,Calloway,Kentucky,Others,933
21035,Calloway,Kentucky,Republican,10367
55015,Calumet,Wisconsin,Democrats,9646
55015,Calumet,Wisconsin,Others,1656
55015,Calumet,Wisconsin,Republican,15348
24009,Calvert,Maryland,Democrats,18225
24009,Calvert,Maryland,Others,2992
24009,Calvert,Maryland,Republican,26176
16025,Camas,Idaho,Democrats,110
16025,Camas,Idaho,Others,70
16025,Camas,Idaho,Republican,410
42021,Cambria,Pennsylvania,Democrats,18867
42021,Cambria,Pennsylvania,Others,2460
42021,Cambria,Pennsylvania,Republican,42258
13039,Camden,Georgia,Democrats,5930
13039,Camden,Georgia,Others,661
13039,Camden,Georgia,Republican,12310
29029,Camden,Missouri,Democrats,4706
29029,Camden,Missouri,Others,790
29029,Camden,Missouri,Republican,16721
34007,Camden,New Jersey,Democrats,146717
34007,Camden,New Jersey,Others,9699
34007,Camden,New Jersey,Republican,72631
37029,Camden,North Carolina,Democrats,1274
37029,Camden,North Carolina,Others,186
37029,Camden,North Carolina,Republican,3546
22023,Cameron,Louisiana,Democrats,323
22023,Cameron,Louisiana,Others,113
22023,Cameron,Louisiana,Republican,3256
42023,Cameron,Pennsylvania,Democrats,531
42023,Cameron,Pennsylvania,Others,66
42023,Cameron,Pennsylvania,Republican,1589
48061,Cameron,Texas,Democrats,59402
48061,Cameron,Texas,Others,3205
48061,Cameron,Texas,Republican,29472
48063,Camp,Texas,Democrats,1260
48063,Camp,Texas,Others,81
48063,Camp,Texas,Republican,3201
21037,Campbell,Kentucky,Democrats,14658
21037,Campbell,Kentucky,Others,2802
21037,Campbell,Kentucky,Republican,25050
46021,Campbell,South Dakota,Democrats,105
46021,Campbell,South Dakota,Others,22
46021,Campbell,South Dakota,Republican,704
47013,Campbell,Tennessee,Democrats,2248
47013,Campbell,Tennessee,Others,396
47013,Campbell,Tennessee,Republican,9860
51031,Campbell,Virginia,Democrats,6664
51031,Campbell,Virginia,Others,1320
51031,Campbell,Virginia,Republican,19551
56005,Campbell,Wyoming,Democrats,1324
56005,Campbell,Wyoming,Others,1097
56005,Campbell,Wyoming,Republican,15778
40017,Canadian,Oklahoma,Democrats,11674
40017,Canadian,Oklahoma,Others,3618
40017,Canadian,Oklahoma,Republican,39986
13043,Candler,Georgia,Democrats,1026
13043,Candler,Georgia,Others,73
13043,Candler,Georgia,Republican,2664
47015,Cannon,Tennessee,Democrats,1126
47015,Cannon,Tennessee,Others,167
47015,Cannon,Tennessee,Republican,4006
16027,Canyon,Idaho,Democrats,16883
16027,Canyon,Idaho,Others,8680
16027,Canyon,Idaho,Republican,47222
29031,Cape Girardeau,Missouri,Democrats,8468
29031,Cape Girardeau,Missouri,Others,1517
29031,Cape Girardeau,Missouri,Republican,26939
34009,Cape May,New Jersey,Democrats,18750
34009,Cape May,New Jersey,Others,2061
34009,Cape May,New Jersey,Republican,28446
30009,Carbon,Montana,Democrats,1828
30009,Carbon,Montana,Others,391
30009,Carbon,Montana,Republican,3748
42025,Carbon,Pennsylvania,Democrats,8936
42025,Carbon,Pennsylvania,Others,1313
42025,Carbon,Pennsylvania,Republican,18743
49007,Carbon,Utah,Democrats,1717
49007,Carbon,Utah,Others,960
49007,Carbon,Utah,Republican,5275
56007,Carbon,Wyoming,Democrats,1279
56007,Carbon,Wyoming,Others,686
56007,Carbon,Wyoming,Republican,4409
16029,Caribou,Idaho,Democrats,271
16029,Caribou,Idaho,Others,489
16029,Caribou,Idaho,Republican,2275
21039,Carlisle,Kentucky,Democrats,432
21039,Carlisle,Kentucky,Others,75
21039,Carlisle,Kentucky,Republican,2094
27017,Carlton,Minnesota,Democrats,8460
27017,Carlton,Minnesota,Others,1591
27017,Carlton,Minnesota,Republican,8160
24011,Caroline,Maryland,Democrats,4009
24011,Caroline,Maryland,Others,734
24011,Caroline,Maryland,Republican,9368
51033,Caroline,Virginia,Democrats,6432
51033,Caroline,Virginia,Others,669
51033,Caroline,Virginia,Republican,7147
5015,Carroll,Arkansas,Democrats,3342
5015,Carroll,Arkansas,Others,630
5015,Carroll,Arkansas,Republican,6786
13045,Carroll,Georgia,Democrats,12464
13045,Carroll,Georgia,Others,1628
13045,Carroll,Georgia,Republican,30029
17015,Carroll,Illinois,Democrats,2437
17015,Carroll,Illinois,Others,560
17015,Carroll,Illinois,Republican,4428
18015,Carroll,Indiana,Democrats,1892
18015,Carroll,Indiana,Others,477
18015,Carroll,Indiana,Republican,6273
19027,Carroll,Iowa,Democrats,3309
19027,Carroll,Iowa,Others,597
